product_id,product_name,price,cogs,category_id,seller_id
341,Unisex Cardigan,39.99,14,2,23
342,Men's Suede Jacket,119.99,28.8,2,1
343,Women's Denim Skirt,29.99,11.1,2,20
344,Men's Casual Loafers,49.99,22,2,15
345,Women's Overalls,39.99,15.6,2,14
346,Unisex Wallet,22.99,9.66,2,2
347,Men's Graphic T-Shirt,24.99,3.5,2,1
348,Women's Peacoat,89.99,21.6,2,2
349,Men's Fleece Jacket,49.99,8.5,2,16
350,Women's Capris,29.99,3,2,2
351,Unisex Sports Cap,16.99,2.21,2,3
352,Men's Leather Gloves,34.99,5.25,2,20
353,Women's Booties,64.99,19.5,2,4
354,Men's Sweater Vest,39.99,4.4,2,4
355,Women's Denim Jacket,54.99,17.05,2,5
356,Unisex Utility Vest,49.99,12.5,2,13
357,Men's Performance Shorts,27.99,7,2,4
358,Women's Winter Scarf,19.99,2.4,2,13
359,Men's Casual Sneakers,44.99,3.15,2,12
360,Women's Embellished Dress,74.99,25.5,2,23
361,Unisex Messenger Bag,39.99,16.8,2,4
362,Men's Corduroy Pants,34.99,6.65,2,1
363,Women's Ankle Boots,59.99,7.2,2,4
364,Men's Track Jacket,54.99,16.5,2,1
365,Women's Ballet Flats,24.99,2,2,9
366,Unisex Beaded Bracelet,14.99,0.9,2,4
367,Men's Casual Button-Down,39.99,12.4,2,3
368,Women's Sleeveless Top,19.99,3,2,2
369,Men's Formal Trousers,59.99,11.4,2,4
370,Women's Long Sleeve Shirt,29.99,12.9,2,4
371,Unisex Knit Gloves,16.99,2.89,2,4
372,Men's Casual Vest,34.99,15.75,2,5
373,Women's Fit & Flare Dress,64.99,17.55,2,4
374,Men's Fitted Blazer,79.99,7.2,2,47
375,Women's Platform Sneakers,49.99,7.5,2,26
376,Unisex Classic Hat,19.99,4.4,2,8
377,Men's Lightweight Jacket,49.99,20,2,21
378,Women's Leggings,24.99,6.5,2,6
379,Men's Leather Backpack,119.99,39.6,2,11
380,Women's Quilted Vest,39.99,13.2,2,2
381,Unisex Tech Gloves,22.99,9.89,2,17
382,Men's Chino Shorts,29.99,7.5,2,21
383,Women's Printed Scarf,22.99,7.13,2,33
384,Men's Baseball Cap,14.99,4.65,2,2
385,Women's Trapeze Dress,59.99,21,2,2
386,Unisex Leather Gloves,27.99,3.08,2,26
387,Men's Dress Vest,44.99,13.95,2,7
388,Women's Wide-Leg Pants,34.99,10.15,2,8
389,Men's Casual Shirt,34.99,11.9,2,11
390,Women's A-Line Skirt,29.99,10.8,2,1
391,Unisex Casual Belt,19.99,4,2,34
392,Men's Softshell Jacket,69.99,10.5,2,2
393,Women's Suede Boots,79.99,20,2,2
394,Men's Fleece Pants,39.99,10,2,8
395,Women's Tunic Top,29.99,8.4,2,3
396,Unisex Leather Messenger Bag,64.99,19.5,2,8
397,Men's Sweatpants,29.99,6,2,9
398,Women's Wool Hat,22.99,5.29,2,5
399,Men's Utility Shorts,34.99,5.95,2,5
400,Women's Peplum Top,27.99,8.96,2,5
401,Unisex Graphic Tee,24.99,9.5,2,1
402,Men's Knit Beanie,12.99,2.86,2,8
403,Women's Wide Brim Hat,18.99,7.41,2,51
404,Men's Denim Jeans,39.99,15.6,2,1
405,Women's Cropped Jacket,49.99,12.5,2,2
406,Unisex Stylish Socks,12.99,1.82,2,4
407,Men's Gym Shorts,24.99,4,2,1
408,Women's Silk Robe,79.99,16,2,26
409,Men's Casual Polo,29.99,6,2,3
410,Women's Floral Romper,34.99,7,2,4
411,Men's Casual Henley,29.99,8.1,2,1
412,Women's Long Cardigan,49.99,18,2,2
413,Unisex Beaded Necklace,29.99,5.7,2,46
414,Men's Crewneck Sweatshirt,39.99,14.8,2,14
415,Women's Maxi Dress,59.99,16.2,2,16
416,Men's Lightweight Hoodie,44.99,13.5,2,4
417,Women's Leather Boots,89.99,23.4,2,1
418,Unisex Fanny Pack,19.99,6.4,2,37
419,Men's Stylish Sneakers,49.99,12.5,2,4
420,Women's Denim Overalls,54.99,6.6,2,18
421,Men's Formal Shoes,69.99,16.8,2,7
422,Women's Summer Dress,39.99,5.6,2,5
423,Unisex Sports Watch,59.99,8.4,2,18
424,Men's Chukka Boots,59.99,4.8,2,3
425,Women's Embroidered Jacket,69.99,23.1,2,4
426,Men's Work Boots,79.99,5.6,2,5
427,Women's Cozy Sweater,49.99,13.5,2,25
428,Unisex Messenger Bag,44.99,10.35,2,1
429,Men's Casual Slacks,39.99,12,2,25
430,Women's Faux Fur Coat,89.99,8.1,2,2
431,Men's Dress Boots,99.99,22,2,21
432,Women's Casual Sneakers,39.99,4.8,2,5
433,Unisex Wide Brim Hat,24.99,8.5,2,16
434,Men's Stretch Jeans,34.99,7,2,26
435,Women's Wool Blend Dress,69.99,28.7,2,41
436,Unisex Knit Scarf,19.99,7.2,2,35
437,Men's Utility Jacket,54.99,7.7,2,6
438,Women's Polka Dot Dress,34.99,7,2,21
439,Men's Jogging Pants,29.99,9,2,3
440,Women's Casual Flats,29.99,3,2,24
441,Stainless Steel Cookware Set,149.99,52.5,3,1
442,4-Slice Toaster,59.99,20.4,3,14
443,Air Fryer,89.99,24.3,3,6
444,Coffee Maker,69.99,21.7,3,33
445,Electric Kettle,29.99,5.4,3,31
446,Blender,49.99,3.5,3,24
447,Microwave Oven,119.99,8.4,3,5
448,Dish Rack,24.99,9.75,3,2
449,Nonstick Frying Pan,39.99,11.2,3,1
450,Food Processor,99.99,37,3,5
451,Slow Cooker,79.99,10.4,3,22
452,Stand Mixer,199.99,78,3,1
453,Toaster Oven,89.99,21.6,3,4
454,Cookware Set,159.99,49.6,3,4
455,Electric Griddle,79.99,16,3,22
456,Portable Induction Cooktop,89.99,34.2,3,1
457,Espresso Machine,149.99,22.5,3,4
458,Water Filter Pitcher,34.99,5.95,3,21
459,Set of Mixing Bowls,29.99,10.2,3,27
460,Kitchen Scale,19.99,5.4,3,32
461,Spice Rack,24.99,8.75,3,19
462,Cutting Board Set,34.99,7.7,3,19
463,Baking Sheet Set,29.99,13.2,3,4
464,Salt and Pepper Grinder Set,22.99,5.75,3,9
465,Silicone Baking Mats,19.99,4.6,3,26
466,Can Opener,15.99,6.72,3,34
467,Measuring Cups and Spoons Set,18.99,7.98,3,3
468,Dish Towels Set,22.99,6.44,3,13
469,Kitchen Utensil Set,29.99,10.2,3,3
470,Cast Iron Skillet,39.99,14,3,3
471,Mixing Bowls with Lids,29.99,12.9,3,5
472,Food Storage Containers,34.99,15.4,3,14
473,Coffee Grinder,39.99,6.4,3,2
474,Tea Infuser,12.99,2.34,3,2
475,Ice Cream Maker,129.99,6.5,3,1
476,Reusable Food Storage Bags,22.99,3.22,3,15
477,Electric Wine Opener,29.99,12.6,3,28
478,Pizza Stone,29.99,2.1,3,8
479,Griddle Pan,34.99,6.3,3,22
480,Panini Press,49.99,16.5,3,4
481,Knife Set,79.99,8.8,3,2
482,Adjustable Rolling Pin,19.99,8,3,44
483,Waffle Maker,39.99,2,3,4
484,Popcorn Maker,29.99,5.1,3,3
485,Tea Kettle,24.99,9.25,3,3
486,Silicone Spatula Set,18.99,6.27,3,4
487,Meat Thermometer,14.99,1.05,3,21
488,Bread Maker,99.99,34,3,2
489,Electric Hot Pot,59.99,21,3,2
490,Kitchen Timer,12.99,5.72,3,11
491,Chafing Dish Set,89.99,19.8,3,26
492,Kitchen Sink Organizer,24.99,7.5,3,4
493,Trash Can with Lid,29.99,13.2,3,22
494,Countertop Compost Bin,22.99,8.28,3,3
495,Magnetic Knife Strip,19.99,5.2,3,2
496,Food Processor Attachments,29.99,7.5,3,13
497,Herb Scissors,14.99,2.55,3,1
498,Nonstick Bakeware Set,39.99,13.6,3,12
499,Oil Dispenser,16.99,4.25,3,1
500,Grater Set,18.99,3.42,3,5
501,Utensil Holder,12.99,2.6,3,1
502,Wooden Salad Bowl,29.99,6.6,3,1
503,Oven Mitts Set,19.99,4.8,3,5
504,Pot Holders,14.99,4.05,3,8
505,Soup Maker,79.99,28.8,3,44
506,Cheese Board Set,34.99,5.95,3,6
507,Vacuum Sealer,69.99,14,3,2
508,Bread Box,39.99,15.6,3,1
509,Kitchen Drawer Organizers,24.99,9.5,3,2
510,Collapsible Dish Rack,22.99,1.61,3,10
511,Rolling Pin,15.99,1.28,3,9
512,Canister Set,29.99,12,3,7
513,Wine Glasses Set,34.99,5.6,3,11
514,Serving Tray,19.99,1.8,3,3
515,Sifter,12.99,5.33,3,14
516,Pop-Up Toaster,39.99,6.8,3,7
517,Adjustable Cooling Rack,22.99,4.6,3,1
518,Electric Egg Cooker,24.99,11.25,3,27
519,Cooktop Burner,59.99,27,3,4
520,Induction Cookware Set,129.99,29.9,3,2
521,Wall-Mounted Bottle Opener,14.99,1.35,3,2
522,Microwave Popcorn Popper,12.99,5.07,3,25
523,Vegetable Peeler,9.99,0.7,3,10
524,Kitchen Gadget Set,34.99,15.4,3,3
525,Tea Towels Set,22.99,8.51,3,10
526,Pot and Pan Protectors,16.99,5.1,3,5
527,Food Chopper,22.99,5.06,3,3
528,Dishwashing Gloves,12.99,5.2,3,2
529,Set of Measuring Spoons,9.99,1,3,21
530,Food Storage Jars,29.99,4.2,3,2
531,Dish Brush,9.99,1.3,3,2
532,Collapsible Storage Bins,22.99,8.05,3,2
533,Grilling Tools Set,39.99,10.4,3,3
534,Pancake Maker,34.99,7,3,4
535,Ice Cube Trays,9.99,2.8,3,2
536,Rolling Pin with Thickness Rings,22.99,8.51,3,29
537,Spice Grinder,19.99,3.6,3,23
538,Tea Canister Set,14.99,2.1,3,4
539,Drawer Cutlery Organizer,18.99,2.85,3,5
540,Salad Spinner,22.99,1.84,3,5
541,Knife Sharpener,16.99,2.55,3,2
542,Potato Masher,12.99,3.64,3,24
543,Casserole Dish Set,34.99,3.85,3,3
544,Pan Protector,12.99,4.55,3,4
545,Adjustable Measuring Cup,18.99,5.7,3,3
546,Silicone Ice Cube Molds,14.99,1.65,3,20
547,Dog Leash,15.99,5.6,4,32
548,Cat Scratching Post,29.99,11.7,4,2
549,Bird Cage,49.99,15,4,2
550,Pet Carrier,39.99,13.6,4,3
551,Cat Bed,24.99,7.25,4,4
552,Dog Crate,89.99,36.9,4,31
553,Pet Food Bowl,14.99,3,4,5
554,Dog Toys Set,19.99,5.2,4,2
555,Automatic Pet Feeder,69.99,8.4,4,1
556,Fish Tank,79.99,17.6,4,2
557,Teddy Bear,12.99,5.59,5,3
558,Lego Building Blocks,29.99,12,5,4
559,Remote Control Car,49.99,16.5,5,23
560,Dollhouse,79.99,29.6,5,3
561,Action Figures,24.99,2.75,5,2
562,Board Game,34.99,3.15,5,2
563,Puzzle,19.99,6.4,5,6
564,Play-Doh Set,14.99,1.95,5,26
565,Stuffed Animal,22.99,4.37,5,4
566,Building Blocks,39.99,17.6,5,1
567,Basketball,29.99,12,6,8
568,Soccer Ball,19.99,6.6,6,3
569,Tennis Racket,49.99,14.5,6,1
570,Yoga Mat,34.99,5.6,6,20
571,Dumbbell Set,79.99,27.2,6,12
572,Golf Clubs,299.99,78,6,22
573,Hiking Backpack,89.99,35.1,6,4
574,Camping Tent,119.99,40.8,6,3
575,Fishing Rod,54.99,23.65,6,1
576,Ski Poles,89.99,23.4,6,4
577,Running Shoes,69.99,12.6,6,23
578,Cat Litter Box,34.99,3.5,4,36
579,Dog Bed,49.99,20,4,4
580,Pet Shampoo,14.99,2.7,4,5
581,Pet Brush,19.99,3,4,4
582,Bird Toy,9.99,0.6,4,2
583,Dog Treats,12.99,2.08,4,3
584,Pet Collar,16.99,2.21,4,3
585,Cat Tree,79.99,26.4,4,5
586,Dog Food,39.99,3.6,4,11
587,Aquarium Filter,29.99,3.9,4,20
588,Board Game,24.99,4.25,5,3
589,Nerf Blaster,39.99,5.2,5,18
590,Trampoline,149.99,63,5,9
591,Kites,19.99,6.6,5,2
592,Educational Tablet,79.99,24,5,9
593,Magic Set,29.99,3,5,2
594,RC Boat,64.99,24.05,5,17
595,Bike Helmet,34.99,3.5,6,2
596,Skateboard,59.99,23.4,6,6
597,Tennis Balls,14.99,2.25,6,2
598,Baseball Glove,29.99,8.7,6,32
599,Exercise Ball,22.99,6.67,6,17
600,Folding Chair,39.99,2.8,6,1
601,Portable Grill,99.99,21,6,15
602,Swim Goggles,12.99,4.55,6,23
603,Resistance Bands,19.99,1.6,6,16
604,Pet Cooling Mat,34.99,12.95,4,4
605,Dog Harness,29.99,11.1,4,8
606,Cat Carrier,39.99,10.8,4,3
607,Pet Water Fountain,49.99,3.5,4,23
608,Dog Nail Clippers,14.99,5.4,4,2
609,Pet Blanket,19.99,3.8,4,20
610,Pet Travel Bed,54.99,12.1,4,3
611,Cat Food,27.99,5.04,4,2
612,Dog Training Collar,79.99,21.6,4,1
613,Hamster Cage,39.99,13.2,4,2
614,Remote Control Helicopter,54.99,23.65,5,17
615,Magic Markers Set,18.99,6.46,5,5
616,Wooden Train Set,34.99,8.05,5,35
617,Giant Jenga,49.99,13.5,5,1
618,Play Kitchen Set,79.99,16.8,5,21
619,Puzzle Mat,22.99,8.97,5,20
620,Train Set,59.99,3,5,18
621,Learning Tablet,89.99,28.8,5,5
622,Hot Wheels Cars,14.99,5.4,5,30
623,Golf Balls,19.99,6.4,6,27
624,Sports Water Bottle,14.99,2.55,6,11
625,Snowshoes,99.99,30,6,2
626,Baseball Bat,39.99,14.4,6,3
627,Hiking Poles,49.99,14,6,4
628,Running Watch,129.99,10.4,6,22
629,Camping Lantern,29.99,12.9,6,10
630,CrossFit Gear,89.99,38.7,6,3
631,Pet Raincoat,24.99,3.75,4,5
632,Dog Pool,49.99,10,4,5
633,Pet Wipes,12.99,2.47,4,16
634,Dog Bone,9.99,1.6,4,4
635,Cat Food Dispenser,34.99,9.45,4,1
636,Pet Gate,59.99,19.8,4,14
637,Dog First Aid Kit,22.99,8.74,4,3
638,Pet GPS Tracker,99.99,10,4,11
639,Dog Agility Equipment,89.99,36.9,4,2
640,Pet Odor Eliminator,14.99,5.85,4,1
641,Dog Ramp,79.99,18.4,4,3
642,Inflatable Pool,99.99,41,5,6
643,Sand Box,29.99,7.2,5,4
644,Glow Sticks,12.99,1.56,5,19
645,Kids Camera,49.99,5.5,5,7
646,Miniature Golf Set,39.99,5.6,5,2
647,Outdoor Playhouse,119.99,25.2,5,2
648,Child's Scooter,29.99,1.5,5,12
649,Electronic Drum Set,129.99,52,5,9
650,Water Gun,19.99,7,5,10
651,Frisbee,9.99,4.3,5,9
652,Soccer Net,34.99,12.25,6,25
653,Tennis Set,59.99,16.8,6,38
654,Basketball Hoop,119.99,28.8,6,29
655,Exercise Resistance Bands,22.99,9.43,6,13
656,Baseball Set,34.99,9.1,6,34
657,Yoga Blocks,18.99,2.09,6,16
658,Bicycle Pump,14.99,3.6,6,15
659,Sports Massage Roller,19.99,3.2,6,26
660,Fitness Tracker,79.99,27.2,6,12
661,Swim Fins,29.99,6.3,6,23
662,Dog Toy Chew Ring,15.99,3.52,4,28
663,Catnip Toys,12.99,1.3,4,24
664,Pet Stroller,129.99,22.1,4,21
665,Bird Feeder,19.99,1,4,34
666,Pet Toothbrush,9.99,1.6,4,21
667,Dog Travel Bowl,14.99,0.75,4,1
668,Cat Carrier Backpack,49.99,19,4,10
669,Pet Safety Seat,59.99,15.6,4,35
670,Dog Cooling Vest,34.99,5.6,4,25
671,Pet Litter Mat,22.99,1.38,4,32
672,Toy Robot,39.99,2.8,5,19
673,LEGO Star Wars Set,89.99,7.2,5,25
674,Kids’ Tent,49.99,17.5,5,13
675,Magnetic Building Blocks,34.99,11.2,5,23
676,Ride-On Toy,99.99,17,5,10
677,Child’s Tool Set,29.99,12.9,5,9
678,Remote-Controlled Truck,54.99,20.9,5,29
679,Activity Center,79.99,4,5,16
680,Play Tent,24.99,11.25,5,8
681,Paddle Ball,9.99,4.4,5,32
682,Sports Goggles,18.99,8.36,6,29
683,Hiking Boots,89.99,31.5,6,27
684,Golf Bag,129.99,53.3,6,2
685,Camping Chair,39.99,5.2,6,9
686,Tennis Shorts,24.99,2,6,35
687,Soccer Shin Guards,14.99,5.1,6,24
688,Sports Socks,12.99,5.33,6,15
689,Exercise Resistance Bands,19.99,1.2,6,35
690,Beach Ball,9.99,3.6,6,35
691,Kids’ Baseball Mitt,29.99,9,6,12
692,Archery Set,129.99,32.5,6,30
693,Pet Door,99.99,38,4,35
694,Cat Food Mat,12.99,1.43,4,33
695,Dog Bandana,9.99,0.5,4,13
696,Bird Treats,14.99,4.35,4,32
697,Pet Sling Carrier,29.99,2.7,4,24
698,Pet Food Storage Container,22.99,8.28,4,31
699,Cat Window Perch,39.99,9.6,4,10
700,Dog Boots,19.99,8.4,4,35
701,Pet Car Seat Cover,34.99,10.85,4,22
702,Pet Travel Bowl,24.99,3.5,4,1
703,Cat Play Mat,14.99,4.65,4,23
704,Action Figures Set,29.99,3.9,5,25
705,Children’s Puzzle,18.99,3.23,5,1
706,Remote-Controlled Boat,64.99,6.5,5,20
707,Kids’ Board Games,22.99,2.07,5,27
708,Stuffed Animal Set,39.99,4,5,28
709,Bouncing Ball,19.99,6.6,5,5
710,Ride-On Car,149.99,49.5,5,9
711,Inflatable Slide,119.99,40.8,5,14
712,Kid’s Swing Set,79.99,21.6,5,35
713,Skateboard Deck,39.99,16.4,6,47
714,Tennis Racket Set,49.99,19,6,22
715,Outdoor Basketball Net,29.99,9.9,6,30
716,Golf Driving Range Net,99.99,24,6,4
717,Soccer Goal,79.99,30.4,6,5
718,Baseball Helmet,29.99,6.3,6,29
719,Paddleboard,299.99,87,6,28
720,Portable Basketball Hoop,89.99,32.4,6,4
721,Fitness Mat,22.99,3.22,6,23
722,Trail Running Shoes,69.99,10.5,6,14
723,Rock Climbing Harness,99.99,21,6,12
724,Pet Training Mat,19.99,7.4,4,25
725,Cat Playhouse,49.99,16.5,4,14
726,Dog Bed with Canopy,79.99,34.4,4,1
727,Pet Odor Neutralizer,14.99,6.3,4,3
728,Cat Puzzle Feeder,24.99,9.25,4,32
729,Pet Car Window Shade,19.99,7.6,4,28
730,Dog Life Jacket,29.99,6.3,4,25
731,Pet Thermometer,22.99,3.45,4,17
732,Dog Harness with Leash,29.99,13.5,4,16
733,Cat Water Fountain,39.99,10,4,23
734,Kid’s Beach Tent,34.99,8.05,5,13
735,Remote-Controlled Helicopter,59.99,12,5,16
736,Kids’ Bounce House,129.99,24.7,5,35
737,Mini Pool Table,89.99,32.4,5,22
738,Art Supplies Set,22.99,1.84,5,21
739,Indoor Climbing Set,99.99,34,5,21
740,Electronic Building Blocks,49.99,20.5,5,12
741,Kid’s Yoga Mat,18.99,8.17,5,19
742,Pet Exercise Wheel,39.99,16.4,4,21
743,Dog Toothpaste,9.99,4.2,4,21
744,Pet First Aid Kit,29.99,6.9,4,24
745,Cat Wand Toy,14.99,5.4,4,35
746,Pet Seat Belt,22.99,5.75,4,22
747,Cat Tunnels,19.99,2,4,31
748,Dog Play Pen,69.99,3.5,4,33
749,Pet Travel Water Bottle,12.99,2.34,4,21
750,Dog Bowls with Stand,29.99,7.8,4,31
751,Pet Cooling Pad,34.99,2.45,4,5
752,Kids’ Scooter,39.99,15.6,5,12
753,Magnetic Puzzle,24.99,9.75,5,17
754,Inflatable Obstacle Course,149.99,43.5,5,21
755,Child’s Paint Set,19.99,5.4,5,8
756,Remote-Controlled Car Set,54.99,4.95,5,15
757,Mini Basketball Hoop,29.99,1.5,6,9
758,Lightweight Camping Tent,79.99,35.2,6,11
759,Resistance Training Equipment,39.99,6.8,6,9
760,Paddleboard Accessories,22.99,6.44,6,33
761,Sports Hand Grips,16.99,5.44,6,8
762,Baseball Batting Tee,59.99,7.8,6,25
763,Foldable Bike Rack,49.99,18.5,6,19
764,Exercise Roller,24.99,5.5,6,30
765,Golf Cart,249.99,35,6,16
